module,acronym_abrev,term_eng,term_esp,definition_esp
"FIXTURES, APPLIANCES AND OTHER INTERIOR ELEMENTS",SHO,Shower,Ducha,Ducha.
"FIXTURES, APPLIANCES AND OTHER INTERIOR ELEMENTS",TUB,Bathtub,Tina / Bañera,Tina.
"FIXTURES, APPLIANCES AND OTHER INTERIOR ELEMENTS",GB,Grab Bar,Barra De Agarre / Seguridad,"Barra de agarre (En restrooms: detrás del inodoro -> barra de 3', a 6” de la pared / lateral del inodoro -> barra de 3'-6”, a 12” de la pared)."
"FIXTURES, APPLIANCES AND OTHER INTERIOR ELEMENTS",TB,Towel Bar,Barra Para Toallas / Toallero,Barra para toallas / Toallero.
"FIXTURES, APPLIANCES AND OTHER INTERIOR ELEMENTS",SHO ROD,Shower Rod,Barra De Cortina De Ducha,Barra de la ducha (donde van colgadas las cortinas).
"FIXTURES, APPLIANCES AND OTHER INTERIOR ELEMENTS",SHO HD,Shower Head,Cabezal De Ducha / Regadera,Cabezal de la ducha.
"FIXTURES, APPLIANCES AND OTHER INTERIOR ELEMENTS",REINF,Reinforcing,Refuerzo Estructural En Pared,Refuerzo (típico en las paredes de las units donde se ubican las barras de agarre).
"FIXTURES, APPLIANCES AND OTHER INTERIOR ELEMENTS",LIN,Linen Closet,Clóset De Blancos / Ropería,Closet de blancos.
"FIXTURES, APPLIANCES AND OTHER INTERIOR ELEMENTS",DSK,Desk,Escritorio,Escritorio.
"FIXTURES, APPLIANCES AND OTHER INTERIOR ELEMENTS",TV,Television,Televisor,Televisor.
"FIXTURES, APPLIANCES AND OTHER INTERIOR ELEMENTS",CPT,Carpet,Alfombra,Alfombra.
"FIXTURES, APPLIANCES AND OTHER INTERIOR ELEMENTS",PADDNG,Padding,Base Acolchada De Alfombra,Base acolchada (típica en algunas alfombras).
"FIXTURES, APPLIANCES AND OTHER INTERIOR ELEMENTS",BLND,Blind,Persiana,Persiana.
"FIXTURES, APPLIANCES AND OTHER INTERIOR ELEMENTS",W,Washer,Lavadora,Lavadora.
"FIXTURES, APPLIANCES AND OTHER INTERIOR ELEMENTS",D,Dryer,Secadora,Secadora.
"FIXTURES, APPLIANCES AND OTHER INTERIOR ELEMENTS",W/D,Washer / Dryer,Lavadora Y Secadora,Lavadora / Secadora.
"FIXTURES, APPLIANCES AND OTHER INTERIOR ELEMENTS",DF,Drinking Fountain,Fuente De Agua / Bebedero,Fuente para beber (1 necesaria por cada 500 ocupantes en CH).
"FIXTURES, APPLIANCES AND OTHER INTERIOR ELEMENTS",DWS,Dog Washing Station,Estación De Lavado De Perros,Pileta para el lavado de perros.
"FIXTURES, APPLIANCES AND OTHER INTERIOR ELEMENTS",MOP SK,Mop Sink,Fregadero De Trapeador / Vertedero,Fregadero de trapeador.
"FIXTURES, APPLIANCES AND OTHER INTERIOR ELEMENTS",VEND,Vending Machine,Máquina Expendedora,Máquina expendedora.
"FIXTURES, APPLIANCES AND OTHER INTERIOR ELEMENTS",AP,Access Panel,Panel De Acceso,Panel de acceso (al techo).
"FIXTURES, APPLIANCES AND OTHER INTERIOR ELEMENTS",MEMO BOX,Memory Box,Caja De Memoria / Panel De Reconocimiento,Panel en la entrada de las viviendas para personas con problemas de memoria. Muestran objetos personales del inquilino que le ayuden a ubicar su vivienda.
GENERAL PLAN USE,PRJ,Project,Proyecto,Proyecto.
GENERAL PLAN USE,ARCH,Architectural,Arquitectónico,Arquitectónico.
GENERAL PLAN USE,CAD,Computer Aided Design,Diseño Asistido Por Computadora,Diseño asistido por computadora.
GENERAL PLAN USE,BIM,Building Information Modeling,Modelado De Información Del Edificio,Modelado de información del edificio.
GENERAL PLAN USE,DWG,Drawing,Dibujo / Archivo CAD,Dibujo (formato de los archivos de AutoCAD).
GENERAL PLAN USE,RVT,Revit,Archivo Revit,Formato de archivos de Revit.
GENERAL PLAN USE,PDF,Portable Document Format,Formato De Documento Portable,Formato de documento.
GENERAL PLAN USE,CTB,Customizable Color Tables,Tabla De Colores Personalizable / Plumillas,Formato de plumillas (para aplicar distintas calidades de línea en la impresión).
GENERAL PLAN USE,PSD,Photoshop Designated File,Archivo Designado De Photoshop,Formato de archivo de Photoshop (mantiene la información de layers de la imagen).
GENERAL PLAN USE,JPEG O JPG,Joint Photographic Experts Group,Grupo Conjunto De Expertos En Fotografía,Formato de compresión de imagen más popular.
GENERAL PLAN USE,RENDER,Rendering,Imagen Renderizada / Perspectiva,Imagen renderizada.
GENERAL PLAN USE,IMG,Image,Imagen,Imagen.
GENERAL PLAN USE,PIC,Picture,Imagen / Fotografía,Imagen.
GENERAL PLAN USE,PHOTO,Photography,Fotografía,Fotografía.
GENERAL PLAN USE,SS,Screenshot,Captura De Pantalla,Captura de imagen.
GENERAL PLAN USE,TEXTURE,Texture,Textura,"Textura (imágenes texturizadas, para simular el patrón de un material o elemento)."
GENERAL PLAN USE,3DM,3D Model,Modelo 3D,Modelo en 3D.
GENERAL PLAN USE,XREF,X-Reference,Referencia Externa,Referencia dentro de un archivo de CAD.
GENERAL PLAN USE,BASE,Base,Referencia Base,Referencia base (para el armado de un proyecto).
GENERAL PLAN USE,BLK,Block,Bloque,Bloque (para ahorrar tiempo y obtener consistencia si hay elem repetidos en un file).
GENERAL PLAN USE,FILE,File,Archivo,Archivo.
GENERAL PLAN USE,BAK,Backup,Respaldo / Copia De Seguridad,Respaldo.
GENERAL PLAN USE,RECORD,Record,Registro Archivo,Registro de archivos (organizados por fecha).
GENERAL PLAN USE,ETRANSMIT,Electronic Transmit,Transmisión Electrónica / eTransmit,Tipo de respaldo de un archivo cad en el que todas las referencias se mantienen.
GENERAL PLAN USE,BIND,Bind,Unir Referencias / Bind,Tipo de respaldo de un archivo cad en el que las referencias se convierten a bloque.
GENERAL PLAN USE,ZIP,Zip,Archivo Comprimido ZIP,Formato de archivo compressed.
GENERAL PLAN USE,TEMPL,Template,Plantilla,Plantilla (de dibujo).
GENERAL PLAN USE,DRFT,Draft,Borrador / Anteproyecto,Borrador.
GENERAL PLAN USE,CONCPT,Concept,Concepto / Plano Conceptual,Concepto (plano conceptual).
GENERAL PLAN USE,DES,Design,Diseño,Diseño.
GENERAL PLAN USE,REDES,Redesign,Rediseño,Rediseño.
GENERAL PLAN USE,LYT,Layout,Disposición / Diseño / Lámina,Disposición / Diseño (en una lámina o en una zona específica del proyecto).
GENERAL PLAN USE,LYR,Layer,Capa,Capa (en cualquier software de dibujo o en un elemento constructivo).
GENERAL PLAN USE,OVLAY,Overlay,Superposición,Superposición (por ejemplo al montar una planta sobre otra para compararlas).
GENERAL PLAN USE,HTCH,Hatch,Sombreado / Achurado,Sombreado / Achurado (para expresar gráficamente el material/tipo de un elemento).
GENERAL PLAN USE,SHD,Shade,Sombreado Sólido,Sombreado (de tipo sólido).
GENERAL PLAN USE,LNTYP,Linetype,Tipo De Línea,"Tipo de línea (continua, discontinua, punteada... etc)."
GENERAL PLAN USE,HID,Hidden,Elemento Oculto,Elemento oculto del punto de vista (se representa mediante líneas discontinuas).
GENERAL PLAN USE,DASH,Dashed Line,Línea Discontinua,"Tipo de línea discontinua (sirve para mostrar elementos ocultos del punto de vista). Cuando los trazos están más separados, se indica que el elemento está más lejano."
GENERAL PLAN USE,DOT,Dotted Line,Línea Punteada,Tipo de línea punteada (sirve para mostrar elementos ocultos muy cercanos).
GENERAL PLAN USE,DASHDOT,Dashdotted Line,Línea De Trazo Y Punto,Tipo de línea con alternancia de líneas y puntos (se usan para indicar ejes).
GENERAL PLAN USE,GRID,Grid,Retícula De Ejes,Retícula con los ejes del proyecto (números para verticales/letras para horizontales).
GENERAL PLAN USE,GRIDLN,Gridline,Línea De Eje,"Eje (línea auxiliar para ubicar elementos importantes, como paredes o columnas)."
GENERAL PLAN USE,PLINE,Polyline,Polilínea,Poli-línea.
GENERAL PLAN USE,TYP,Typical,Típico,Aplica como caso general).
GENERAL PLAN USE,LOD,Level Of Detail,Nivel De Detalle,Nivel de detalle (dependiente de la escala en la lámina).
GENERAL PLAN USE,FLDR,Folder,Carpeta,Carpeta.
GENERAL PLAN USE,SHEET,Sheet,Lámina / Hoja,Lámina (tamaños typ: XL -> 42x30 / L -> 36x24 / Tabloid -> 17x11 / Letter -> 11x8.5).
GENERAL PLAN USE,PLOTSHEETS,Plotsheets,Subcarpeta De Láminas,Subcarpeta dentro del folder de un proyecto en la que se agrupan todas las láminas.
GENERAL PLAN USE,SCANS,Scans,Subcarpeta De Escaneos,Subcarpeta en el folder de un proyecto con los mark-ups por fecha.
GENERAL PLAN USE,PLOTS,Plots,Subcarpeta De Impresiones,Subcarpeta en el folder de un proyecto con impresiones PDF por fecha.
GENERAL PLAN USE,PLOTSTMP,Plotstamp,Sello De Impresión,"Información añadida en el borde de la hoja impresa (fecha, hora, nombre, stat...)."
GENERAL PLAN USE,PLOTCFGS,Plot Control-Flow Graphs,Gráficos De Control De Flujo De Impresión,Formato de representación gráfica para impresión en CAD.
GENERAL PLAN USE,LISP,List Processor,Procesador De Listas / Rutina LISP,Lenguaje de programación para crear rutinas (para uso de CAD u otros programas).
GENERAL PLAN USE,NOTES,Notes,Subcarpeta De Notas,Subcarpeta en el folder de un proyecto con referencias de leyendas y notas).
GENERAL PLAN USE,0-SER,0-Series,Serie 0 / Láminas Iniciales,"Serie 0 (incluye las láminas de cover, index e información del site plan)."
GENERAL PLAN USE,1-SER,1-Series,Serie 1 / Seguridad De Vida,"Serie 1 (incluye las láminas de Life Safety, también denominadas LS)."
GENERAL PLAN USE,2-SER,2-Series,Serie 2 / Plantas Y Techos,"Serie 2 (incluye las láminas de plantas, techos, cielos y láminas relacionadas)."
GENERAL PLAN USE,3-SER,3-Series,Serie 3 / Elevaciones Y Secciones,Serie 3 (incluye las láminas de elevaciones y secciones generales).
GENERAL PLAN USE,4-SER,4-Series,Serie 4 / Tipologías De Unidades,Serie 4 (incluye las láminas relacionadas con las tipologías de unidades de vivienda).
GENERAL PLAN USE,5-SER,5-Series,Serie 5 / Ampliaciones Y Zonas Comunes,Serie 5 (incluye las láminas de ampliaciones y de tabulaciones de zonas comunes).
GENERAL PLAN USE,6-SER,6-Series,Serie 6 / Secciones De Pared,Serie 6 (incluye las láminas de secciones de pared).
GENERAL PLAN USE,7-SER,7-Series,Serie 7 / Circulaciones Y Chutes,"Serie 7 (incluye las láminas de escaleras, elevadores y chutes)."
GENERAL PLAN USE,8-SER,8-Series,Serie 8 / Detalles Generales,Serie 8 (incluye las láminas de detalles).
GENERAL PLAN USE,9-SER,9-Series,Serie 9 / Detalles De Paredes,Serie 9 (incluye las láminas de detalles más centrados en tipos de paredes).
GENERAL PLAN USE,TB,Title Block,Cajetín / Tarjeta,Cajetín (de las láminas).
GENERAL PLAN USE,CS,Cover Sheet,Lámina De Portada,Lámina de portada (normalmente lleva una imagen distintiva del proyecto).
GENERAL PLAN USE,SEAL,Seal,Sello Profesional,"Sello (del arquitecto que firma el proyecto, con su número de arquitecto registrado)."
GENERAL PLAN USE,JOB NO,Job Number,Número De Proyecto,Número con el que se asigna a cada proyecto.
GENERAL PLAN USE,INDX,Index,Índice De Láminas,Índice con la lista completa de láminas del proyecto (subdivididas por categoría).
GENERAL PLAN USE,SUMM,Summary,Resumen,Resumen.
GENERAL PLAN USE,RECAP,Recapitulation,Recapitulación,Recapitulación (reiterar los puntos principales en una presentación).
GENERAL PLAN USE,SP,Site Plan,Plano De Situación / Emplazamiento,Plano de situación.
GENERAL PLAN USE,OSP,Overall Site Plan,Plano De Situación General,Plano de situación general.
GENERAL PLAN USE,MSP,Master Site Plan,Plano De Situación Maestro,Plano de situación maestro (muestra un área mayor y puede incluir varios proyectos).
GENERAL PLAN USE,MDP,Master Development Plan,Plano Maestro De Desarrollo,Plano maestro de desarrollo.
GENERAL PLAN USE,SDP,Site Development Plan,Plano De Desarrollo Del Sitio,Plano que detalla el desarrollo de un proyecto.
GENERAL PLAN USE,PHP,Phasing Plan,Plano De Fases,Plano de fases (muestra las distintas fases en el desarrollo de un proyecto).
GENERAL PLAN USE,AP,Address Plan,Plano De Direcciones / Numeración,Plano de direcciones.
GENERAL PLAN USE,OSD,Open Space Diagram,Diagrama De Espacio Abierto,Diagrama de espacio abierto (muestra el tipo de espacios abiertos dentro del lote).
GENERAL PLAN USE,PRESENT,Presentation,Presentación,Presentación.
GENERAL PLAN USE,AERIAL,Aerial View,Vista Aérea / Ortofoto,Ortofoto (fotografía aérea del lote del proyecto).
GENERAL PLAN USE,FP,Floor Plan,Planta Del Edificio,Planta del edificio.
GENERAL PLAN USE,LP,Location Plan,Plano De Ubicación Esquematizado,Plano de ubicación (muestra de forma esquemática la ubicación del proyecto).
GENERAL PLAN USE,KP,Keyplan,Plano Keyplan / Esquema De Llave,Plano que muestra la ubicación de ciertos elementos dentro del diseño del proyecto.
GENERAL PLAN USE,KNTE,Keynote,Nota Clave,Notas clave (aplica en tabulaciones y legends).
GENERAL PLAN USE,LGND,Legend,Leyenda Explicativa,Leyenda (tabla explicativa con información clave acerca de una lámina o plano).
GENERAL PLAN USE,SCHED,Schedule,Tabla / Listado / Planilla,Listado.
GENERAL PLAN USE,U-MIX,Unit Mix,Tabla De Mezcla De Unidades,Tabla con un desglose completo de los tipos de unidades de vivienda del proyecto.
GENERAL PLAN USE,RCP,Reflected Ceiling Plan,Plano De Cielos / Reflejado,Plano de cielos.
GENERAL PLAN USE,DIM PLAN,Dimension Plan,Plano De Dimensiones / Acotado,Plano de dimensiones (se muestran elementos estructurales y las dims entre ellos).
GENERAL PLAN USE,LS,Life Safety,Seguridad De Vida / Protección,Protección / Seguridad de Vida (planos de serie 1).
GENERAL PLAN USE,ENLARG,Enlargement,Ampliación,Ampliación (zona mostrada a una escala mayor para incluir mayor nivel de detalle).
GENERAL PLAN USE,BLOW-UP,Blow-Up,Ampliación Detallada,Ampliación (zona mostrada a una escala mayor para incluir mayor nivel de detalle).
GENERAL PLAN USE,CALL-OUT,Call-Out,Llamada De Detalle / Recuadro,Recuadro que señaliza una zona que se mostrará ampliada y su ubicación.
GENERAL PLAN USE,ELEV,Elevation,Elevación / Alzado,Elevación.
GENERAL PLAN USE,FCDE,Facade / Façade,Fachada Principal,Elevación frontal (es específicamente la fachada principal y más distintiva).
GENERAL PLAN USE,FRONT ELEV,Front Elevation,Elevación Frontal,Elevación frontal.
GENERAL PLAN USE,REAR ELEV,Rear Elevation,Elevación Posterior,Elevación posterior.
GENERAL PLAN USE,SIDE ELEV,Side Elevation,Elevación Lateral,Elevación lateral.
GENERAL PLAN USE,INT ELEV,Interior Elevation,Elevación Interior,Elevación interior (se muestra con detalle la disposición de cocinas o baños).
GENERAL PLAN USE,SECT,Section,Sección / Corte,Sección.
GENERAL PLAN USE,X SECT,Cross Section,Sección Transversal,Sección transversal.
GENERAL PLAN USE,LONG SECT,Longitudinal Section,Sección Longitudinal,Sección longitudinal.
GENERAL PLAN USE,WALL SECT,Wall Section,Corte De Pared / Sección Constructiva,Corte de pared.
GENERAL PLAN USE,ST VIEW,Street View,Vista De Calle,Vista de calle.
GENERAL PLAN USE,ISOM,Isometric,Isométrico,"Isométrico (representación gráfica en la que los 3 ejes, x / y / z, se separan 120º)."
GENERAL PLAN USE,DIMET,Dimetric,Dimétrico,"Dimétrico (representación gráfica en la que los 3 ejes, x / y / z, se separan con dos ángulos iguales entre sí y uno de ellos diferente)."
GENERAL PLAN USE,TRIMET,Trimetric,Trimétrico,"Trimétrico (representación gráfica en la que los 3 ejes, x / y / z, se separan con los tres ángulos diferentes entre sí)."
GENERAL PLAN USE,CAB,Cabinet,Proyección Gabinete,Representación gráfica oblicua de tipo gabinete (la elevación se muestra de frente en verdadera magnitud y el fondo se escala a la mitad en un eje inclinado).
GENERAL PLAN USE,CAV,Cavalier,Proyección Caballera,Representación gráfica caballera (la elevación se muestra de frente en verdadera magnitud y el fondo se mantiene a escala en un eje inclinado).
GENERAL PLAN USE,MILIT,Militar,Proyección Militar,Representación gráfica militar (la planta se muestra de frente en verdadera magnitud y la altura se mantiene a escala en un eje vertical).
GENERAL PLAN USE,TOB,Top Of Beam,Altura Superior De Viga,Altura de la parte superior de la viga.
GENERAL PLAN USE,TOS,Top Of Slab,Altura Superior De Losa,Altura de la parte superior de la losa.
GENERAL PLAN USE,TOP,Top Of Parapet,Altura Superior De Parapeto,Altura de la parte superior del parapeto.
GENERAL PLAN USE,TOW,Top Of Wall / Top Of Window,Altura Superior De Pared O Ventana,Altura de la parte superior de la pared o de la ventana (según el contexto).
GENERAL PLAN USE,TOR,Top Of Ridge / Top Of Railing,Altura De Cumbrera O Barandilla,Altura de la cumbrera o de la barandilla (según el contexto).
GENERAL PLAN USE,TOF,Top Of Footing,Altura Superior De Zapata,Altura de la parte superior de la zapata.
GENERAL PLAN USE,BOT,Bottom,Altura Inferior,Altura de la parte inferior de un elemento.
GENERAL PLAN USE,BOB,Bottom Of Beam,Altura Inferior De Viga,Altura de la parte inferior de la viga.
GENERAL PLAN USE,BOS,Bottom Of Slab,Altura Inferior De Losa,Altura de la parte inferior de la losa.
GENERAL PLAN USE,BOW,Bottom Of Wall / Bottom Of Window,Altura Inferior De Pared O Ventana,Altura de la parte interior de la pared o de la ventana.
GENERAL PLAN USE,BOF,Bottom Of Footing,Altura Inferior De Zapata,Altura de la parte inferior de la zapata.
GENERAL PLAN USE,EOS,Edge Of Slab,Borde De Losa,Borde de la losa.
GENERAL PLAN USE,DROP,Drop,Caída / Desnivel,"Caída (se usa para indicar la diferencia de nivel entre dos superficies). Es una dimensión variable. En la puerta de los balconies, típicamente es 3/4”."
GENERAL PLAN USE,FLUSH,Flush,A Paño / Rasante / Alineado,Dos superficies rasantes (perfectamente alineadas entre sí).
GENERAL PLAN USE,RET,Return,Retorno De Pared / Quiebre,Parte de la pared que se quiebra en ángulo recto (hasta el remate de una puerta).
GENERAL PLAN USE,AFF,Above Finished Floor,Sobre Nivel De Piso Terminado,Altura sobre el nivel del suelo acabado.
GENERAL PLAN USE,FFE,Finished Floor Elevation,Elevación De Piso Terminado,Altura sobre el nivel del suelo acabado.
GENERAL PLAN USE,1ST,First,Primero,Primero.
GENERAL PLAN USE,2ND,Second,Segundo,Segundo.
GENERAL PLAN USE,3RD,Third,Tercero,Tercero.
GENERAL PLAN USE,4TH...20TH,Fourth...Twentieth,Cuarto...Vigésimo,Cuarto...vigésimo.
GENERAL PLAN USE,21ST,Twenty First,Vigésimo Primero,"Vigésimo primero. Ojo con los ordinales 21, 31, 41..., porque vuelven a tener ST."
GENERAL PLAN USE,22ND,Twenty Second,Vigésimo Segundo,"Vigésimo segundo. Ojo con los ordinales 22, 32, 42..., porque vuelven a tener ND."
GENERAL PLAN USE,23RD,Twenty Third,Vigésimo Tercero,"Vigésimo tercero. Ojo con los ordinales 23, 33, 43..., porque vuelven a tener RD."
GENERAL PLAN USE,STRY,Storey / Story,Número De Pisos,"Número de pisos del edificio (se coloca tras el número, ej: four-story building)."
GENERAL PLAN USE,FLR,Floor,Nivel / Piso Habitable,Nivel / Piso (generalmente aplica a edificios residenciales y/o habitables).
GENERAL PLAN USE,LVL,Level,Nivel / Planta General,"Nivel / Piso (generalmente aplica a edificios no habitables, por ejemplo un garaje. También se usa al referirse a un overall plan (porque puede incluir un garaje)."
GENERAL PLAN USE,TIER,Tier,Nivel De Parqueo / Grada,"Nivel / Piso (aplica al calcular la ventilación del garaje, los niveles son tiers)."
GENERAL PLAN USE,THRU,Through,A Través De / Desde... Hasta...,A través de / Desde... hasta...
GENERAL PLAN USE,ALONG,Along,A Lo Largo De,A lo largo de...
GENERAL PLAN USE,OPN,Open,Abierto,"Abierto (nota para indicar que hay una abertura, habitual en serie 3)."
GENERAL PLAN USE,OPNG,Opening,Abertura / Vano,Abertura.
GENERAL PLAN USE,OPN TO BLW,Open To Below,Abierto Hacia Abajo,Nota que se coloca en el piso superior de una doble altura.
GENERAL PLAN USE,OPN TO SKY,Open To Sky,A Cielo Abierto,Espacio descubierto).
GENERAL PLAN USE,CLG,Ceiling,Cielo / Cielorraso,Cielo.
GENERAL PLAN USE,CLEAR,Clearance,Espacio Libre / Clearance,Libre (para especificar que una dimensión específica es suficiente).
GENERAL PLAN USE,HC,Handicapped,Accesible / Discapacidad,Accesibilidad para personas con discapacidad (y parqueos de discapacitados).
GENERAL PLAN USE,RO,Rough Opening,Buque / Vano En Bruto,Buque.
GENERAL PLAN USE,MO,Masonry Opening,Buque En Mampostería,Buque (en pared de mampostería).
GENERAL PLAN USE,RF PTCH,Roof Pitch,Pendiente De Techo,"Pendiente del techo (se expresa en valores en base 12, por ejemplo 4:12)."
GENERAL PLAN USE,FTPRNT,Footprint,Huella Del Edificio,Outline del edificio (correspondiente al espacio ocupado por su cimentación).
GENERAL PLAN USE,PL,Property Line,Línea De Propiedad,"Línea de propiedad (delimita una zona específica con un propietario legal, que debe responsabilizarse de su mantenimiento y el pago de las tasas respectivas)."
GENERAL PLAN USE,BDRY,Boundary Line,Línea De Límite / Frontera,"Límite (normalmente es equivalente a la línea de propiedad, pero técnicamente a diferencia de esta, el boundary line no considera la propiedad legal). Al tratarse de un límite territorial, puede ser establecido por los topógrafos."
GENERAL PLAN USE,ESMT,Easement,Derecho De Acceso / Servidumbre,Derecho de acceso / Servidumbre.
GENERAL PLAN USE,ROW O R/W,Right Of Way,Derecho De Paso / Servidumbre De Paso,Derecho de paso / Servidumbre (es un tipo específico de easement).
GENERAL PLAN USE,UE,Utility Easement,Servidumbre De Infraestructura / Servicios Públicos,"Derecho de acceso en una porción del lote para compañías de luz, agua, internet... para el arreglo/mantenimiento de la infraestructura por el beneficio de la comunidad."
GENERAL PLAN USE,SECTR,Sector,Sector,"Sector (cada zona separada dentro de un proyecto grande). En el keyplan, dichas separaciones se suelen representar mediante match lines."
GENERAL PLAN USE,PHSE,Phase,Fase,"Fase (a diferencia de un sector, es una zona del proyecto a construir en el futuro)."
GENERAL PLAN USE,DTL,Detail,Detalle,Detalle.
GENERAL PLAN USE,SPEC,Specification,Especificación,Especificación.
GENERAL PLAN USE,REM,Remark,Observación,Observación.
GENERAL PLAN USE,COMM,Comment,Comentario,Comentario (típico en revisiones del proyecto).
GENERAL PLAN USE,TXT,Text,Texto,Texto.
GENERAL PLAN USE,FONT,Font,Fuente / Tipo De Letra,Fuente de letra.
GENERAL PLAN USE,SYMB,Symbol,Símbolo,Símbolo.
GENERAL PLAN USE,TAG,Tag,Etiqueta / Tag,"Tag / Etiqueta (con información básica de un elemento). Ejemplos: Hexagonal -> Ventanas / Circular -> Puertas / Triangular -> Revisiones / Elíptico -> Altura de cielos / Cuadrado -> Keynote general / Rombo -> Tipos de pared, Pentagonal -> Elementos de units (o louvers en algunos proyectos)... etc."
GENERAL PLAN USE,EXIST,Existing,Existente,Ya existente con anterioridad.
GENERAL PLAN USE,LOC,Located,Ubicado,Ubicado.
GENERAL PLAN USE,RELOC,Relocated,Reubicado,Reubicado.
GENERAL PLAN USE,MRK-UP,Mark-Up,Marca De Revisión / Corrección,"Marca (indicación relacionada con cambios, ajustes o añadidos en el proyecto)."
GENERAL PLAN USE,SKTCH,Sketch,Boceto / Croquis,Boceto.
GENERAL PLAN USE,FHAND,Freehand,A Mano Alzada,A mano alzada.
GENERAL PLAN USE,DOODLE,Doodle,Garabato,Garabato.
GENERAL PLAN USE,COLOR SCHM,Color Scheme,Esquema De Colores,"Patrón de colores (típico en serie 3, para mostrar los colores en fachada)."
GENERAL PLAN USE,COLOR,Main Color,Color Principal,Color principal.
GENERAL PLAN USE,ACCENT,Accent Color,Color De Acento,"Color acentuado (en serie 3, especifica las zonas con colores secundarios que sirven como contraste respecto al color principal de la fachada)."
GENERAL PLAN USE,REV,Revision,Revisión,Revisión (modificaciones del proyecto asociadas a una fecha/motivo específico).
GENERAL PLAN USE,REVCLOUD,Revision Cloud,Nube De Revisión,Nube de revisión (para indicar qué se vio afectado en una revisión específica).
GENERAL PLAN USE,ALLOWD,Allowed,Permitido,Permitido.
GENERAL PLAN USE,REQD,Required,Requerido,Requerido / Necesario.
GENERAL PLAN USE,PROVD,Provided,Provisto / Suministrado,Provisto / Proporcionado.
GENERAL PLAN USE,PROPD,Proposed,Propuesto,Propuesto.
GENERAL PLAN USE,INCL,Including,Incluyendo,Incluyendo.
GENERAL PLAN USE,EXCL,Excluding,Excluyendo,Excluyendo.
GENERAL PLAN USE,RFR TO,Refer To...,Consultar A... / Remitirse A...,Referente a...
GENERAL PLAN USE,AS SHWN,As Shown,Tal Como Se Muestra,Tal como se muestra.
GENERAL PLAN USE,SHWN FR REF,Shown For Reference,Mostrado Como Referencia,"Mostrado como referencia (cuando algo no es parte del alcance del proyecto, pero se muestra a modo informativo en el plano, por ejemplo un edificio existente)."
GENERAL PLAN USE,AS OFF NOW,As Off Now,A Partir De Ahora,A partir de este momento.
GENERAL PLAN USE,N/U,Not Used,No Utilizado,"No utilizado (típico para elementos en tabulaciones, los cuales ya no aplican)."
GENERAL PLAN USE,OLD,Old,Desactualizado / Archivo Viejo,"Viejo (para nombrar archivos desactualizados, pero que se mantienen en el folder)."
EXTERNAL AGENTS AND ELEMENTS,MEP,"Mechanical, Electrical, Plumbing","Mecánico, Eléctrico Y Plomería","Conjunto mecánico, eléctrico y plomería."
EXTERNAL AGENTS AND ELEMENTS,MECH,Mechanical,Mecánico,Mecánico.
EXTERNAL AGENTS AND ELEMENTS,ELEC,Electrical,Eléctrico,Eléctrico.
EXTERNAL AGENTS AND ELEMENTS,PLUMB,Plumbing,Plomería,Plomería.
EXTERNAL AGENTS AND ELEMENTS,ID,Interior Design,Diseño De Interiores,Diseño de Interiores.
EXTERNAL AGENTS AND ELEMENTS,STR,Structural / Structure,Estructural / Estructura,Estructural / Estructura.
EXTERNAL AGENTS AND ELEMENTS,FA,Fire Alarm,Alarma De Incendios,Alarma ante incendios.
EXTERNAL AGENTS AND ELEMENTS,FS,Fire Sprinkler,Rociadores Contra Incendios,Rociación de incendios.
EXTERNAL AGENTS AND ELEMENTS,FP,Fire Protection,Protección Contra Incendios,Protección ante incendios.
EXTERNAL AGENTS AND ELEMENTS,SRVY,Survey,Levantamiento Topográfico / Estudio De Lote,"Análisis detallado del lote o propiedad del proyecto (topografía, límites... etc)."
EXTERNAL AGENTS AND ELEMENTS,C,Civil,Obra Civil,"Obra civil (carreteras, vías, caminos... etc)."
EXTERNAL AGENTS AND ELEMENTS,GRD,Grade,Nivel Del Terreno / Rasante,Nivel del terreno.
EXTERNAL AGENTS AND ELEMENTS,BM,Benchmark,Nivel De Referencia / Cota Fija,Nivel de referencia.
EXTERNAL AGENTS AND ELEMENTS,L,Landscape,Paisajismo / Arquitectura De Paisaje,Paisajismo.
EXTERNAL AGENTS AND ELEMENTS,HRD,Hardscape,Elementos Paisajísticos Artificiales / Obra Civil Ligera,"Elementos paisajísticos artificiales (gazebos, bancos, cercas... etc)."
EXTERNAL AGENTS AND ELEMENTS,SFT,Softscape,Elementos Paisajísticos Naturales / Vegetación,"Elementos paisajísticos naturales (jardines, vegetación, terreno... etc)."
EXTERNAL AGENTS AND ELEMENTS,FZ,Flood Zone,Zona De Inundabilidad,Inundabilidad de la zona (clasificación en función del riesgo de inundación del área). Zonas A -> Riesgo alto / Zonas B -> Riesgo moderado / Zonas C o X -> Riesgo bajo.
EXTERNAL AGENTS AND ELEMENTS,SFHA,Special Flood Hazard Area,Área De Especial Peligro De Inundación,Área de especial peligro ante inundaciones (zonas de inundabilidad tipo A).
EXTERNAL AGENTS AND ELEMENTS,PERV,Pervious,Superficies Permeables,"Superficies permeables del lote (jardines, gravilla, adoquines porosos... etc). Como consecuencia, estas superficies aumentan el volumen de agua drenada."
